path,class_name
project_results\raw_dataset\Bombay\bombay_42.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_226.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_470.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_54.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_369.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_450.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_115.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_282.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_487.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_346.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_196.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_391.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_253.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_107.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_281.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_214.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_135.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_8.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_430.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_310.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_171.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_217.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_383.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_488.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_240.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_385.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_320.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_83.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_279.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_101.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_322.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_120.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_387.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_34.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_193.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_127.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_150.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_87.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_102.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_165.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_434.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_476.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_3.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_383.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_460.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_319.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_14.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_53.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_386.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_489.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_289.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_95.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_45.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_69.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_227.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_124.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_479.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_456.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_120.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_113.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_371.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_86.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_405.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_89.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_316.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_252.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_108.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_355.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_413.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_53.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_216.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_495.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_286.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_341.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_463.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_109.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_56.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_380.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_96.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_392.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_151.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_499.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_214.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_308.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_149.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_195.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_27.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_470.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_345.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_226.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_437.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_434.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_392.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_137.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_426.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_257.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_361.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_221.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_406.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_73.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_294.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_214.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_414.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_399.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_155.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_225.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_279.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_88.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_199.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_203.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_461.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_341.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_388.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_37.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_472.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_143.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_20.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_69.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_420.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_223.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_134.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_136.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_198.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_179.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_129.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_41.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_42.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_288.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_410.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_309.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_22.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_205.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_200.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_104.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_406.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_84.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_27.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_320.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_110.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_307.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_314.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_467.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_268.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_240.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_220.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_144.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_288.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_323.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_303.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_79.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_36.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_52.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_444.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_429.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_340.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_22.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_256.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_424.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_211.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_188.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_331.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_112.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_433.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_360.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_126.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_145.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_104.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_32.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_471.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_82.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_255.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_441.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_419.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_459.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_106.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_160.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_479.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_453.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_71.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_126.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_455.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_148.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_346.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_36.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_93.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_166.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_36.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_6.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_200.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_78.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_422.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_265.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_182.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_34.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_302.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_71.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_183.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_215.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_116.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_374.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_153.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_46.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_166.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_400.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_6.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_173.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_373.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_370.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_56.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_83.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_399.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_286.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_425.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_402.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_91.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_491.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_418.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_7.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_111.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_426.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_46.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_350.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_478.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_172.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_242.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_268.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_218.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_482.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_408.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_97.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_376.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_304.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_79.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_395.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_15.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_477.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_333.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_226.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_4.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_115.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_157.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_447.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_192.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_177.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_39.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_418.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_394.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_92.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_286.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_4.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_269.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_174.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_310.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_33.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_318.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_164.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_85.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_448.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_320.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_440.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_470.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_409.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_482.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_52.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_312.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_1.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_304.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_456.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_114.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_184.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_199.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_499.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_485.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_50.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_17.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_234.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_123.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_359.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_337.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_94.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_376.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_172.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_416.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_356.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_117.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_403.jpg,Scottish Fold
